order_id,customer_id,order_date,payment_mode,total_amount
517564,6442,4/23/2025,NetBanking,65665
517565,6667,10/22/2023,Wallet,534000
517566,955,7/17/2025,Cash on Delivery,95517
517567,1515,2/29/2024,Cash on Delivery,81646
517568,5459,10/8/2024,NetBanking,18666
517569,7039,4/24/2024,NetBanking,103543
517570,7799,4/17/2023,NetBanking,289647
517571,6335,6/6/2024,Debit Card,306367
517572,3988,6/22/2024,NetBanking,12016
517573,9150,11/18/2024,NetBanking,141273
517574,9806,9/27/2024,Cash on Delivery,18200
517575,2173,8/8/2024,UPI,419117
517576,8995,10/29/2024,NetBanking,33798
517577,1405,10/10/2024,Debit Card,526505
517578,6146,2/18/2025,NetBanking,89730
517579,2294,9/18/2024,Debit Card,150771
517580,708,5/10/2024,Credit Card,19468
517581,8892,10/21/2024,Cash on Delivery,328668
517582,3066,8/5/2025,Credit Card,83517
517583,5818,10/26/2024,Debit Card,147526
517584,5285,6/8/2025,Wallet,593117
517585,4335,2/21/2024,NetBanking,327051
517586,1678,6/19/2024,Cash on Delivery,255465
517587,4392,5/26/2024,Cash on Delivery,377171
517588,8394,6/13/2024,UPI,49871
517589,8545,4/18/2025,Wallet,28800
517590,2808,8/7/2024,Debit Card,396015
517591,3991,12/20/2024,UPI,86078
517592,333,8/30/2023,Wallet,282202
517593,9149,3/16/2025,NetBanking,15691
517594,6712,11/29/2023,Wallet,35836
517595,7128,4/15/2025,Wallet,61169
517596,3924,7/7/2023,Credit Card,181220
517597,1302,8/19/2022,Credit Card,235158
517598,9615,12/19/2023,Cash on Delivery,83919
517599,6536,4/6/2024,Cash on Delivery,128123
517600,1522,11/16/2024,Credit Card,55297
517601,4860,12/12/2023,NetBanking,687939
517602,7722,4/26/2025,Wallet,466413
517603,8578,4/13/2023,UPI,15198
517604,5585,3/23/2025,Wallet,880658
517605,857,7/20/2025,NetBanking,300794
517606,5770,12/28/2023,UPI,80032
517607,5746,4/17/2024,UPI,136228
517608,4626,7/25/2025,Cash on Delivery,40334
517609,7520,4/20/2025,NetBanking,39053
517610,99,12/4/2023,Debit Card,188199
517611,4856,3/9/2024,NetBanking,9180
517612,3558,12/25/2023,Wallet,106725
517613,9431,2/12/2024,UPI,8996
517614,3647,5/15/2025,NetBanking,76190
517615,2392,8/11/2025,Cash on Delivery,45003
517616,8055,3/7/2025,Debit Card,52010
517617,5005,5/26/2024,Debit Card,566889
517618,7170,7/10/2025,NetBanking,19000
517619,4983,7/3/2025,Credit Card,37467
517620,8721,1/14/2023,NetBanking,139347
517621,3266,10/5/2023,NetBanking,266606
517622,4751,9/9/2024,UPI,107902
517623,142,12/13/2023,NetBanking,64759
517624,7306,6/2/2025,UPI,500857
517625,5242,10/29/2023,Cash on Delivery,85905
517626,3163,2/19/2024,Cash on Delivery,50322
517627,985,4/15/2024,Cash on Delivery,469638
517628,6927,1/8/2025,Debit Card,75280
517629,223,1/1/2024,Debit Card,70696
517630,5751,7/1/2024,Debit Card,12000
517631,7987,2/10/2023,Cash on Delivery,10102
517632,8030,12/18/2024,Cash on Delivery,583746
517633,4676,4/23/2025,Wallet,416324
517634,462,10/19/2024,Wallet,455446
517635,4064,11/27/2023,NetBanking,148252
517636,7624,1/22/2024,Credit Card,147841
517637,982,1/22/2025,UPI,32923
517638,4149,11/20/2023,Debit Card,139579
517639,1767,1/20/2023,Credit Card,537658
517640,4922,3/31/2023,Wallet,61464
517641,5552,7/21/2025,NetBanking,128443
517642,4571,7/5/2025,Wallet,1920
517643,2421,7/15/2025,Debit Card,87961
517644,9675,5/12/2025,UPI,101883
517645,6511,12/25/2023,Debit Card,24959
517646,294,11/16/2024,NetBanking,226751
517647,3343,9/25/2024,Wallet,32661
517648,8895,4/28/2022,NetBanking,64815
517649,9894,7/18/2025,Wallet,85466
517650,6562,12/27/2024,Debit Card,14740
517651,2213,2/6/2025,Credit Card,173920
517652,8644,4/29/2025,Cash on Delivery,37487
517653,1188,5/9/2025,Cash on Delivery,50220
517654,6452,9/16/2024,Debit Card,22623
517655,7967,4/22/2025,Cash on Delivery,283479
517656,3345,1/24/2024,Debit Card,45698
517657,3360,5/27/2022,UPI,16613
517658,2697,4/26/2025,Debit Card,397245
517659,6865,10/15/2024,Cash on Delivery,163566
517660,3180,1/15/2024,Debit Card,97321
517661,8477,12/23/2022,Cash on Delivery,295671
517662,2874,7/13/2023,NetBanking,132554
517663,5809,1/14/2025,NetBanking,60442
517664,1945,4/20/2022,UPI,246826
517665,6694,4/7/2025,Wallet,6891
517666,3756,12/17/2024,Credit Card,95123
517667,4199,5/16/2024,NetBanking,54610
517668,3917,11/12/2024,Credit Card,81204
517669,8995,3/1/2025,NetBanking,82547
517670,855,2/5/2024,NetBanking,77189
517671,4332,8/24/2024,Wallet,241931
517672,7836,5/29/2025,Credit Card,578616
517673,142,4/28/2022,Debit Card,19885
517674,8179,5/6/2023,Wallet,7877
517675,3091,5/5/2024,Credit Card,256900
517676,8178,7/17/2025,Wallet,49232
517677,3447,4/6/2024,Wallet,316238
517678,6149,6/10/2024,NetBanking,304183
517679,8086,1/1/2025,UPI,246191
517680,5308,1/9/2025,Debit Card,175840
517681,2304,7/23/2025,Cash on Delivery,100338
517682,2499,11/29/2024,NetBanking,22535
517683,1709,3/5/2024,NetBanking,97878
517684,8845,6/19/2024,Cash on Delivery,6080
517685,5942,6/29/2024,Wallet,411772
517686,3957,9/11/2024,Debit Card,69130
517687,5527,4/1/2024,Wallet,94500
517688,8371,3/21/2025,UPI,183805
517689,4632,3/13/2025,UPI,379444
517690,8159,3/29/2025,Wallet,102741
517691,272,12/2/2024,Debit Card,4987
517692,1194,11/27/2024,UPI,632293
517693,804,2/27/2024,NetBanking,208654
517694,4569,4/8/2023,Cash on Delivery,686836
517695,8799,8/28/2024,Cash on Delivery,11676
517696,7984,2/29/2024,Wallet,522397
517697,9822,8/6/2025,Wallet,262830
517698,7360,6/21/2025,Debit Card,22714
517699,748,1/2/2025,Debit Card,88949
517700,6713,8/30/2023,NetBanking,283031
517701,4527,2/24/2024,Wallet,126827
517702,5404,10/30/2024,Cash on Delivery,145458
517703,15,1/20/2024,UPI,474121
517704,5033,9/7/2024,UPI,8631
517705,2142,6/14/2022,Credit Card,145310
517706,5185,3/28/2025,UPI,71421
517707,2529,11/26/2024,Wallet,205752
517708,7743,1/1/2025,Cash on Delivery,19277
517709,4955,1/5/2024,NetBanking,46180
517710,6334,11/12/2023,UPI,32445
517711,4248,11/29/2024,UPI,347653
517712,4488,5/27/2024,Cash on Delivery,161738
517713,3726,2/22/2025,Credit Card,97541
517714,3310,6/1/2025,Wallet,50581
517715,512,11/21/2022,NetBanking,91287
517716,435,1/28/2025,Credit Card,279332
517717,107,1/31/2025,NetBanking,130160
517718,9719,10/4/2022,Debit Card,292448
517719,465,8/16/2023,UPI,308480
517720,7121,7/10/2025,Credit Card,535452
517721,5782,4/5/2024,Credit Card,6656
517722,5954,2/18/2025,NetBanking,202254
517723,9443,3/7/2024,UPI,238395
517724,6810,1/3/2024,Credit Card,119940
517725,285,11/25/2024,Cash on Delivery,23979
517726,3728,7/9/2025,NetBanking,95684
517727,171,12/21/2023,Wallet,130545
517728,8695,3/16/2025,NetBanking,572626
517729,1022,1/12/2025,Wallet,87139
517730,5500,2/28/2023,Cash on Delivery,85840
517731,7707,5/13/2023,UPI,185582
517732,9424,9/28/2023,Credit Card,32400
517733,9946,7/25/2023,Cash on Delivery,629197
517734,485,6/1/2025,Cash on Delivery,373902
517735,4906,2/18/2025,Credit Card,93881
517736,2241,6/20/2025,Debit Card,62340
517737,9420,1/11/2025,UPI,39343
517738,3573,4/28/2025,Wallet,151528
517739,110,7/28/2025,Wallet,73447
517740,1659,7/22/2024,NetBanking,4450
517741,1898,9/22/2024,Debit Card,241293
517742,9178,5/14/2025,NetBanking,616955
517743,6786,6/23/2025,Debit Card,45619
517744,6035,5/14/2024,NetBanking,77480
517745,8937,4/21/2025,Credit Card,731963
517746,473,2/4/2024,NetBanking,56609
517747,9844,3/21/2025,Debit Card,57679
517748,2664,9/25/2023,Cash on Delivery,109594
517749,7042,3/21/2025,UPI,14633
517750,8593,2/15/2025,NetBanking,64436
517751,2854,9/10/2023,Debit Card,30772
517752,5231,5/23/2025,NetBanking,332475
517753,1152,2/12/2025,Credit Card,137992
517754,9993,1/19/2024,Debit Card,71846
517755,8203,5/18/2024,Credit Card,50411
517756,919,9/19/2024,Credit Card,49049
517757,5230,10/21/2023,Debit Card,122406
517758,707,12/22/2024,Credit Card,6604
517759,547,12/25/2022,UPI,298820
517760,7709,12/19/2023,NetBanking,64714
517761,6460,6/1/2024,UPI,16929
517762,4282,6/13/2024,Credit Card,10951
517763,9962,4/6/2025,NetBanking,99581
517764,8679,6/16/2024,NetBanking,96657
517765,9548,2/14/2025,NetBanking,518928
517766,4073,8/18/2023,Wallet,486149
517767,7390,1/25/2025,Credit Card,292826
517768,8055,11/29/2024,Cash on Delivery,192963
517769,6856,9/23/2024,NetBanking,620330
517770,6055,7/2/2025,Wallet,43802
517771,7053,4/28/2024,Credit Card,73852
517772,4124,8/6/2023,Credit Card,6330
517773,4280,8/14/2023,UPI,49350
517774,1107,4/21/2023,Credit Card,52514
517775,9680,8/28/2024,Cash on Delivery,243320
517776,4622,7/27/2025,NetBanking,59339
517777,1194,6/30/2024,Cash on Delivery,583966
517778,9489,6/27/2023,Wallet,26421
517779,8323,7/10/2023,UPI,59203
517780,9781,6/15/2024,Debit Card,409617
517781,5624,9/18/2023,Debit Card,10460
517782,7548,2/26/2024,Debit Card,300334
517783,2768,10/7/2024,Wallet,92219
517784,5124,2/5/2023,Wallet,5538
517785,5354,4/25/2025,NetBanking,55960
517786,3049,2/11/2024,Credit Card,409941
517787,4965,5/5/2025,UPI,25010
517788,8395,4/17/2024,Debit Card,162542
517789,145,7/8/2025,Debit Card,26282
517790,9302,4/5/2024,Credit Card,5665
517791,123,3/11/2025,Debit Card,195638
517792,7476,5/14/2025,Cash on Delivery,7933
517793,8186,8/17/2022,UPI,329275
517794,4713,11/27/2023,Cash on Delivery,73282
517795,1157,8/12/2022,NetBanking,611119
517796,1661,8/29/2024,NetBanking,203841
517797,1055,4/24/2024,UPI,96096
517798,3556,9/29/2023,Wallet,818714
517799,2372,5/7/2023,Cash on Delivery,208612
517800,7321,7/2/2025,Wallet,336577
517801,3406,4/24/2025,UPI,85578
517802,9105,1/29/2025,Debit Card,131302
517803,8345,4/29/2025,NetBanking,70640
517804,9458,4/25/2024,Credit Card,53829
517805,550,10/28/2023,NetBanking,203794
517806,2817,10/2/2024,Wallet,103551
517807,6424,10/29/2023,UPI,274431
517808,3528,1/18/2025,NetBanking,4400
517809,5012,5/20/2025,Cash on Delivery,420342
517810,6352,7/26/2025,Wallet,277559
517811,9806,10/29/2023,Wallet,757395
517812,4704,1/30/2023,NetBanking,788288
517813,3607,3/14/2025,UPI,6415
517814,6416,11/11/2024,Cash on Delivery,15444
517815,7374,4/2/2024,Credit Card,37929
517816,7023,5/28/2025,Cash on Delivery,39360
517817,3154,3/24/2025,Debit Card,490433
517818,1598,9/14/2024,Debit Card,61080
517819,5033,10/17/2022,NetBanking,255691
517820,8783,8/13/2025,NetBanking,162199
517821,2161,6/12/2023,Wallet,374374
517822,2816,3/26/2025,Credit Card,2020
517823,5216,8/1/2023,Debit Card,202359
517824,4652,2/12/2023,Debit Card,241375
517825,6870,2/1/2025,UPI,341245
517826,9610,1/2/2025,NetBanking,273706
517827,4964,4/28/2025,Cash on Delivery,43291
517828,1726,7/13/2022,Credit Card,492473
517829,3714,4/27/2023,UPI,13344
517830,4627,7/6/2025,Cash on Delivery,228149
517831,5444,5/19/2022,Wallet,99494
517832,5629,8/2/2025,Debit Card,57000
517833,7678,8/12/2024,UPI,21200
517834,3649,6/28/2022,Wallet,191900
517835,9559,1/19/2023,Debit Card,65242
517836,4078,8/12/2024,Debit Card,230682
517837,6909,6/16/2025,Debit Card,11506
517838,6081,2/20/2025,UPI,116264
517839,8716,6/12/2023,UPI,9025
517840,1451,12/27/2024,NetBanking,21014
517841,4414,7/23/2023,Cash on Delivery,29400
517842,5392,12/22/2023,Credit Card,221099
517843,1420,10/13/2024,Debit Card,103372
517844,7254,12/15/2024,Credit Card,529034
517845,3259,10/13/2024,Debit Card,266937
517846,4350,6/8/2024,Wallet,300720
517847,4133,8/4/2025,Wallet,355812
517848,1437,7/4/2023,Cash on Delivery,155261
517849,7507,5/29/2024,Credit Card,30455
517850,4515,6/20/2025,NetBanking,61600
517851,3540,5/27/2023,Cash on Delivery,14587
517852,3140,6/21/2025,Debit Card,122031
517853,7544,10/13/2024,Wallet,306579
517854,3,6/3/2023,Cash on Delivery,16723
517855,5672,6/22/2023,Debit Card,622849
517856,3957,4/21/2024,Credit Card,67896
517857,7557,6/24/2023,Debit Card,49980
517858,3180,7/15/2023,Credit Card,116764
517859,3264,3/8/2023,NetBanking,52289
517860,906,7/2/2025,NetBanking,6297
517861,9320,6/27/2024,Credit Card,164470
517862,5463,8/14/2024,UPI,504909
517863,6408,8/23/2024,Debit Card,128400
517864,1563,7/16/2024,Debit Card,146582
517865,8081,6/10/2024,Wallet,385543
517866,3216,6/13/2025,Credit Card,707715
517867,3690,1/4/2025,Debit Card,145939
517868,8381,11/2/2023,NetBanking,65034
517869,8090,6/9/2024,Wallet,66600
517870,8415,4/18/2025,Debit Card,103477
517871,9366,1/19/2025,NetBanking,76758
517872,1495,2/28/2025,Cash on Delivery,5520
517873,4228,6/28/2025,NetBanking,231842
517874,2823,4/18/2025,NetBanking,178948
517875,3799,2/2/2025,Cash on Delivery,107210
517876,3849,12/6/2024,Debit Card,260631
517877,5977,8/11/2024,NetBanking,51060
517878,189,8/6/2024,Debit Card,166048
517879,2398,4/12/2024,Cash on Delivery,76913
517880,3985,10/8/2024,NetBanking,256402
517881,8440,7/31/2022,NetBanking,158274
517882,9938,12/22/2024,Credit Card,34587
517883,3305,11/13/2024,Cash on Delivery,228456
517884,8931,3/31/2024,UPI,732000
517885,4076,11/2/2024,UPI,464040
517886,9667,8/9/2025,Wallet,237314
517887,5616,4/29/2022,Cash on Delivery,689633
517888,3972,6/8/2024,NetBanking,65677
517889,7666,3/1/2025,Debit Card,44621
517890,531,3/12/2025,Wallet,281574
517891,4678,12/15/2023,Debit Card,122208
517892,7602,6/9/2023,Cash on Delivery,295502
517893,5231,8/31/2024,UPI,21578
517894,1605,5/15/2025,UPI,43156
517895,5443,1/27/2024,Credit Card,306666
517896,1671,8/15/2025,Debit Card,132251
517897,860,12/12/2022,Credit Card,25800
517898,6838,9/15/2022,UPI,597804
517899,5874,1/24/2025,Debit Card,68180
517900,9554,1/26/2025,UPI,20590
517901,6941,2/24/2025,Wallet,288846
517902,1609,2/20/2024,Wallet,5320
517903,5477,9/15/2024,Wallet,333022
517904,7611,7/9/2024,Wallet,381095
517905,3569,9/8/2023,Debit Card,33559
517906,862,7/2/2025,NetBanking,314579
517907,5426,11/20/2024,Cash on Delivery,42768
517908,6345,12/20/2023,Wallet,116401
517909,3785,10/30/2024,Wallet,56433
517910,6374,6/14/2025,UPI,43950
517911,4289,11/5/2023,NetBanking,173324
517912,6199,7/25/2025,Wallet,9140
517913,6495,7/21/2023,Debit Card,243000
517914,999,1/24/2025,Wallet,142940
517915,7468,7/8/2022,Debit Card,101025
517916,2545,3/27/2024,Cash on Delivery,381398
517917,4907,8/15/2023,UPI,50167
517918,5237,9/21/2024,Cash on Delivery,225795
517919,3731,7/5/2022,NetBanking,53786
517920,5554,4/14/2024,Credit Card,582736
517921,2107,7/23/2024,Debit Card,200499
517922,3594,12/23/2024,UPI,121984
517923,6165,3/31/2024,Debit Card,53661
517924,365,6/13/2025,Wallet,97318
517925,6804,3/13/2025,NetBanking,117662
517926,4864,6/7/2024,UPI,126701
517927,5712,7/9/2025,Wallet,301564
517928,3460,12/6/2024,Credit Card,574177
517929,2858,1/29/2023,UPI,616800
517930,3327,1/28/2025,NetBanking,678000
517931,9135,7/27/2025,Cash on Delivery,72911
517932,2448,1/14/2023,UPI,408214
517933,536,10/24/2023,NetBanking,12570
517934,25,12/31/2024,Cash on Delivery,150000
517935,9111,11/2/2024,UPI,23986
517936,2217,1/6/2024,Cash on Delivery,20760
517937,2985,7/26/2025,Debit Card,303755
517938,4783,10/29/2024,NetBanking,26640
517939,7531,3/14/2024,Debit Card,582000
517940,4363,1/1/2025,NetBanking,315481
517941,3131,10/9/2022,Credit Card,9970
517942,6593,2/11/2024,Debit Card,22995
517943,8641,4/14/2023,UPI,236240
517944,4289,1/18/2024,Cash on Delivery,135851
517945,2175,9/1/2023,NetBanking,1358075
517946,3509,12/22/2023,Cash on Delivery,67968
517947,6455,6/6/2024,Wallet,428732
517948,4575,9/9/2023,Wallet,16960
517949,7185,9/15/2024,NetBanking,121241
517950,2211,5/23/2024,Wallet,116117
517951,3581,5/11/2022,Cash on Delivery,77977
517952,2678,11/14/2024,Credit Card,150674
517953,9091,1/21/2025,Credit Card,278376
517954,7511,3/9/2024,Credit Card,278411
517955,9380,10/19/2024,NetBanking,172649
517956,7421,2/16/2022,UPI,20702
517957,2146,7/11/2023,NetBanking,267020
517958,7577,3/24/2025,Debit Card,92226
517959,2049,7/30/2022,Credit Card,174403
517960,5525,12/18/2023,UPI,138837
517961,3963,3/29/2025,UPI,360995
517962,3057,12/1/2024,Wallet,48281
517963,8984,6/20/2022,UPI,93510
517964,8736,12/3/2023,Credit Card,321525
517965,6844,1/19/2024,UPI,81364
517966,3390,3/18/2024,NetBanking,531840
517967,1831,5/17/2023,Wallet,61717
517968,7379,5/25/2024,Cash on Delivery,128993
517969,3166,12/9/2024,Cash on Delivery,237323
517970,8127,9/19/2023,NetBanking,247841
517971,7990,6/17/2023,Cash on Delivery,49835
517972,8811,8/10/2023,Wallet,227155
517973,8858,1/29/2024,Credit Card,68271
517974,951,4/14/2025,NetBanking,198308
517975,4634,5/15/2025,Debit Card,235371
517976,4287,1/11/2025,NetBanking,141050
517977,8050,6/11/2025,UPI,109549
517978,3789,1/24/2024,Wallet,18864
517979,9827,7/31/2022,Wallet,727790
517980,9125,10/6/2022,UPI,444583
517981,1030,9/13/2024,Wallet,354939
517982,75,4/2/2025,UPI,59733
517983,3753,12/14/2023,Cash on Delivery,11114
517984,751,3/11/2024,Cash on Delivery,703478
517985,4460,7/25/2024,Cash on Delivery,182072
517986,553,3/25/2025,Credit Card,218448
517987,2574,4/4/2022,Cash on Delivery,257110
517988,1089,9/17/2022,NetBanking,212189
517989,6026,11/18/2024,Credit Card,317580
517990,253,1/10/2023,NetBanking,406663
517991,2362,6/4/2025,Debit Card,378943
517992,7298,9/8/2024,Wallet,330756
517993,5854,11/9/2024,Wallet,686680
517994,2748,7/23/2022,UPI,46080
517995,7129,9/21/2024,Cash on Delivery,390234
517996,682,5/8/2025,NetBanking,175520
517997,455,4/19/2024,NetBanking,868840
517998,1484,12/1/2024,Cash on Delivery,477893
517999,8449,5/10/2025,Debit Card,2516
518000,8893,11/15/2024,NetBanking,73680
518001,388,2/18/2022,Debit Card,165748
518002,2560,11/9/2023,NetBanking,52380
518003,9004,12/10/2023,Cash on Delivery,229674
518004,5761,1/6/2025,Cash on Delivery,302366
518005,5413,12/26/2024,Cash on Delivery,7066
518006,5123,2/25/2024,UPI,9135
518007,7198,8/9/2024,Credit Card,50526
518008,358,7/24/2024,Debit Card,140461
518009,1419,2/4/2025,Cash on Delivery,113271
518010,751,12/6/2023,UPI,101367
518011,783,8/19/2024,UPI,158379
518012,7799,9/24/2024,Cash on Delivery,11205
518013,8756,5/23/2023,Wallet,69698
518014,4101,6/3/2025,Credit Card,148636
518015,8225,11/26/2024,Wallet,64937
518016,4452,9/25/2024,Cash on Delivery,110298
518017,2166,10/31/2023,NetBanking,307087
518018,6091,7/28/2024,Credit Card,59678
518019,9732,2/18/2025,Credit Card,564528
518020,5368,4/6/2024,Debit Card,50158
518021,8925,5/1/2025,Wallet,110893
518022,3826,1/16/2025,Debit Card,257692
518023,5062,6/7/2024,Debit Card,29700
518024,9147,6/16/2025,NetBanking,118912
518025,6551,5/1/2025,Cash on Delivery,46368
518026,2992,2/15/2025,Credit Card,43070
518027,9592,2/8/2023,UPI,131739
518028,5811,9/23/2024,Credit Card,206784
518029,5031,9/24/2024,NetBanking,64880
518030,673,8/30/2022,NetBanking,196211
518031,7525,2/18/2025,UPI,378351
518032,6986,3/23/2025,Credit Card,107967
518033,4301,6/18/2025,Cash on Delivery,6648
518034,283,10/9/2022,NetBanking,143590
518035,1634,10/14/2022,NetBanking,80040
518036,2614,4/27/2025,Cash on Delivery,344174
518037,765,10/24/2022,UPI,144438
518038,1674,8/11/2024,Debit Card,53529
518039,7555,9/21/2022,Credit Card,26291
518040,7202,4/4/2025,UPI,153750
518041,7446,6/13/2025,Wallet,276000
518042,3188,8/23/2024,Wallet,197171
518043,5804,10/15/2023,Wallet,556389
518044,8295,3/23/2025,Wallet,91936
518045,7095,11/29/2024,UPI,38318
518046,8330,12/9/2023,UPI,43153
518047,3923,12/27/2024,Debit Card,32458
518048,9518,6/7/2025,Wallet,314523
518049,1350,12/16/2024,Wallet,35720
518050,9748,2/10/2023,UPI,11248
518051,9263,6/30/2025,NetBanking,395772
518052,9125,12/13/2024,NetBanking,62996
518053,4961,1/4/2025,NetBanking,559501
518054,9359,4/11/2025,Wallet,334178
518055,4935,12/24/2022,UPI,76079
518056,7531,8/2/2024,Debit Card,21971
518057,8066,6/7/2025,Credit Card,552522
518058,6466,7/26/2025,Debit Card,293779
518059,354,4/15/2025,Cash on Delivery,118458
518060,2204,10/25/2023,Debit Card,130582
518061,2150,2/4/2024,NetBanking,28160
518062,8323,5/19/2023,Cash on Delivery,14318
518063,3563,1/9/2025,Cash on Delivery,181805
518064,5184,5/31/2024,NetBanking,516461
518065,870,4/28/2025,Credit Card,69453
518066,8968,12/21/2022,NetBanking,437243
518067,1105,2/22/2025,Credit Card,100594
518068,4714,3/30/2025,Credit Card,328238
518069,1652,6/29/2024,Credit Card,62976
518070,8,1/2/2025,Debit Card,13137
518071,5757,6/23/2024,Cash on Delivery,184723
518072,4532,11/16/2023,Debit Card,451619
518073,2425,6/28/2025,UPI,107750
518074,202,5/30/2023,NetBanking,344895
518075,6834,8/13/2024,Debit Card,31648
518076,8565,11/5/2024,Wallet,120924
518077,4228,5/8/2025,Debit Card,102686
518078,4604,3/29/2024,UPI,101924
518079,6852,2/11/2024,NetBanking,23650
518080,8094,10/19/2024,Credit Card,79378
518081,2569,3/10/2025,UPI,148122
518082,6503,6/17/2024,NetBanking,58798
518083,4466,9/20/2024,Cash on Delivery,174995
518084,4530,7/23/2024,NetBanking,173119
518085,8891,3/27/2024,Debit Card,51274
518086,1774,7/23/2025,NetBanking,446082
518087,3354,11/14/2023,Credit Card,30599
518088,279,7/9/2024,Credit Card,350711
518089,1656,1/28/2025,Wallet,43540
518090,7241,9/11/2024,UPI,62073
518091,6815,4/10/2025,Wallet,858895
518092,1785,5/17/2025,NetBanking,48118
518093,2089,1/24/2025,Debit Card,27953
518094,5197,10/12/2024,Credit Card,17376
518095,5405,1/18/2023,UPI,22397
518096,6595,5/25/2024,Credit Card,430683
518097,8212,1/25/2024,Credit Card,9007
518098,9236,3/17/2024,Debit Card,76911
518099,7622,4/8/2025,UPI,552117
518100,2725,12/16/2023,NetBanking,72000
518101,2471,4/4/2024,Wallet,296100
518102,6720,3/24/2024,Credit Card,196314
518103,294,8/5/2024,Credit Card,342101
518104,5166,10/6/2023,Debit Card,73932
518105,5194,8/27/2024,Wallet,507171
518106,6245,7/24/2024,UPI,114218
518107,417,5/18/2025,Debit Card,40000
518108,7335,4/23/2025,Credit Card,273862
518109,1516,6/18/2025,Debit Card,146280
518110,1736,10/31/2024,Wallet,102000
518111,8099,7/14/2024,NetBanking,134619
518112,5356,10/28/2024,Debit Card,30000
518113,4875,9/16/2022,Debit Card,54732
518114,5026,11/7/2023,Credit Card,255220
518115,3585,9/24/2022,NetBanking,132858
518116,7320,3/9/2025,Credit Card,61645
518117,9115,5/12/2024,UPI,156468
518118,1124,2/24/2025,Credit Card,265577
518119,8252,8/7/2024,Wallet,42189
518120,5412,12/6/2024,Cash on Delivery,131134
518121,8781,5/23/2023,Cash on Delivery,228530
518122,4572,10/21/2024,Cash on Delivery,168217
518123,9800,6/16/2025,UPI,74860
518124,9989,6/13/2025,Cash on Delivery,78734
518125,516,3/3/2023,Cash on Delivery,295541
518126,3037,1/13/2024,Cash on Delivery,260516
518127,7807,3/9/2025,Credit Card,119973
518128,7274,5/5/2025,Wallet,6035
518129,1373,7/21/2024,Debit Card,37568
518130,2759,5/29/2024,UPI,7426
518131,2735,2/27/2025,UPI,49673
518132,2015,3/30/2025,Wallet,319681
518133,2379,5/26/2024,Cash on Delivery,43615
518134,1124,11/18/2024,NetBanking,350704
518135,7891,2/18/2025,UPI,108719
518136,6466,3/20/2023,NetBanking,76942
518137,461,3/23/2023,Debit Card,447341
518138,2124,7/31/2025,UPI,61934
518139,9811,5/30/2023,Debit Card,14854
518140,7022,11/7/2022,Cash on Delivery,206543
518141,2383,10/28/2023,Debit Card,2038
518142,954,6/5/2024,NetBanking,466771
518143,6156,6/29/2025,Wallet,200914
518144,7729,2/27/2023,UPI,32561
518145,5968,11/6/2024,Wallet,20846
518146,3691,10/16/2024,UPI,70688
518147,3167,8/3/2023,NetBanking,77219
518148,1287,5/12/2023,Debit Card,404063
518149,3723,12/31/2024,Cash on Delivery,173162
518150,7575,8/1/2025,Cash on Delivery,271639
518151,4234,7/24/2025,NetBanking,147842
518152,5422,9/2/2024,NetBanking,598531
518153,6855,12/14/2024,UPI,55200
518154,8028,7/22/2025,NetBanking,115771
518155,7740,7/10/2024,UPI,57452
518156,7884,8/7/2023,Credit Card,35246
518157,9047,11/6/2024,Cash on Delivery,138712
518158,6700,9/2/2024,UPI,405000
518159,8756,9/23/2022,Wallet,10637
518160,5144,8/26/2024,Credit Card,130971
518161,3468,4/25/2024,UPI,503698
518162,7868,3/5/2023,Credit Card,28036
518163,3039,5/27/2025,Credit Card,97650
518164,7975,4/23/2024,Debit Card,61371
518165,1851,9/7/2024,Debit Card,4946
518166,1119,8/11/2024,Wallet,615459
518167,8367,6/2/2025,Wallet,275701
518168,2687,10/21/2024,Wallet,498964
518169,7280,8/27/2024,UPI,43469
518170,2603,9/19/2022,NetBanking,126058
518171,2156,6/8/2023,Wallet,256417
518172,3953,9/20/2023,NetBanking,185324
518173,2164,1/26/2025,Debit Card,72873
518174,8984,3/1/2024,Credit Card,192675
518175,9563,7/24/2025,NetBanking,89204
518176,1948,11/6/2024,Credit Card,165378
518177,258,12/16/2024,Cash on Delivery,898504
518178,6181,1/29/2024,Credit Card,44121
518179,2993,6/20/2025,Wallet,361520
518180,2937,1/12/2025,Cash on Delivery,160850
518181,401,8/14/2025,UPI,113586
518182,803,2/18/2024,Wallet,69242
518183,8624,12/12/2024,UPI,65460
518184,1691,7/24/2024,NetBanking,127759
518185,2151,5/13/2023,Debit Card,5118
518186,7536,4/15/2024,Credit Card,89020
518187,5040,6/30/2024,Debit Card,495886
518188,2467,5/26/2024,Credit Card,40351
518189,3999,4/1/2023,Credit Card,133335
518190,8909,1/17/2025,UPI,255895
518191,106,6/24/2024,UPI,26100
518192,9884,1/7/2023,UPI,63137
518193,619,12/19/2022,Cash on Delivery,130512
518194,7257,6/2/2025,NetBanking,127248
518195,3254,6/12/2025,Credit Card,79866
518196,9635,9/2/2023,Debit Card,248433
518197,4445,9/12/2023,Cash on Delivery,197327
518198,2558,1/8/2024,Cash on Delivery,63578
518199,8460,5/18/2025,Credit Card,297749
518200,1490,3/2/2025,NetBanking,434978
518201,4392,1/1/2024,Credit Card,276127
