Return_ID,Order_ID,Reason,Return_Date
901270,502355,Damaged/Defective,2/6/2024
901271,518740,Quality Not As Expected,9/22/2023
901272,526933,Quality Not As Expected,12/14/2024
901273,510550,Wrong Item Delivered,8/17/2024
901274,518743,Changed Mind,3/14/2023
901275,510560,Quality Not As Expected,6/2/2023
901276,502369,Wrong Item Delivered,10/29/2024
901277,502370,Changed Mind,3/3/2025
901278,502371,Quality Not As Expected,5/23/2023
901279,526948,Quality Not As Expected,12/24/2024
901280,502376,Wrong Item Delivered,11/23/2023
901281,526955,Damaged/Defective,1/25/2025
901282,502385,Wrong Item Delivered,4/1/2023
901283,518769,Arrived Late,6/4/2023
901284,526963,Wrong Item Delivered,7/5/2025
901285,526962,Size/Fit Issue,6/16/2025
901286,510584,Changed Mind,6/12/2025
901287,502392,Wrong Item Delivered,12/1/2023
901288,526972,Arrived Late,1/27/2023
901289,526973,Changed Mind,6/28/2025
901290,510589,Damaged/Defective,6/23/2025
901291,510591,Arrived Late,11/4/2022
901292,510594,Arrived Late,1/14/2023
901293,502403,Damaged/Defective,1/27/2025
901294,526980,Changed Mind,6/16/2025
901295,526979,Arrived Late,4/26/2024
901296,510598,Changed Mind,7/28/2025
901297,526983,Quality Not As Expected,7/30/2024
901298,502409,Damaged/Defective,7/23/2024
901299,510601,Arrived Late,1/21/2025
901300,502412,Wrong Item Delivered,11/16/2023
901301,502414,Arrived Late,2/10/2025
901302,526990,Changed Mind,11/5/2024
901303,510608,Damaged/Defective,6/18/2025
901304,510609,Wrong Item Delivered,1/7/2024
901305,502423,Arrived Late,7/9/2025
901306,518808,Arrived Late,6/7/2024
901307,527001,Changed Mind,8/21/2022
901308,510618,Changed Mind,8/30/2024
901309,502433,Arrived Late,4/8/2023
901310,502434,Size/Fit Issue,3/22/2023
901311,518821,Damaged/Defective,1/24/2025
901312,502438,Size/Fit Issue,4/15/2025
901313,510631,Damaged/Defective,3/24/2025
901314,518823,Quality Not As Expected,12/26/2024
901315,502441,Size/Fit Issue,5/20/2024
901316,518826,Arrived Late,6/7/2023
901317,518825,Size/Fit Issue,9/27/2024
901318,527018,Wrong Item Delivered,6/20/2024
901319,518829,Size/Fit Issue,12/27/2024
901320,518830,Wrong Item Delivered,10/16/2024
901321,527023,Wrong Item Delivered,4/6/2025
901322,502447,Damaged/Defective,1/23/2025
901323,527021,Arrived Late,9/5/2024
901324,518834,Arrived Late,5/2/2025
901325,502453,Damaged/Defective,7/31/2023
901326,510646,Wrong Item Delivered,9/25/2023
901327,502455,Quality Not As Expected,7/14/2025
901328,518837,Arrived Late,1/15/2023
901329,502457,Damaged/Defective,2/27/2025
901330,518839,Quality Not As Expected,5/3/2025
901331,502460,Size/Fit Issue,11/29/2022
901332,510658,Quality Not As Expected,11/20/2024
901333,518853,Quality Not As Expected,7/6/2025
901334,502470,Arrived Late,9/20/2024
901335,527047,Quality Not As Expected,8/13/2025
901336,502473,Wrong Item Delivered,8/2/2024
901337,527053,Size/Fit Issue,5/30/2025
901338,510671,Arrived Late,2/19/2025
901339,518865,Wrong Item Delivered,8/24/2025
901340,527059,Damaged/Defective,12/6/2024
901341,518869,Changed Mind,12/24/2024
901342,527062,Damaged/Defective,9/19/2022
901343,502489,Wrong Item Delivered,7/25/2024
901344,502492,Damaged/Defective,8/18/2025
901345,527071,Size/Fit Issue,7/4/2025
901346,527072,Wrong Item Delivered,2/12/2024
901347,502501,Wrong Item Delivered,5/17/2024
901348,510700,Arrived Late,7/6/2024
901349,527096,Wrong Item Delivered,1/7/2025
901350,510713,Changed Mind,12/27/2024
901351,502521,Size/Fit Issue,12/8/2023
901352,527099,Changed Mind,3/21/2024
901353,518907,Damaged/Defective,8/7/2024
901354,510717,Quality Not As Expected,4/25/2024
901355,502525,Changed Mind,12/12/2024
901356,518908,Changed Mind,3/1/2024
901357,527107,Size/Fit Issue,6/10/2025
901358,518916,Damaged/Defective,1/14/2024
901359,518917,Damaged/Defective,10/16/2023
901360,502531,Size/Fit Issue,11/21/2023
901361,527114,Changed Mind,1/16/2025
901362,527118,Quality Not As Expected,11/28/2023
901363,518928,Arrived Late,7/10/2024
901364,510737,Changed Mind,8/1/2025
901365,510739,Quality Not As Expected,10/22/2024
901366,502548,Wrong Item Delivered,12/6/2024
901367,510740,Size/Fit Issue,11/21/2023
901368,527129,Arrived Late,2/28/2025
901369,527130,Arrived Late,6/8/2025
901370,527131,Damaged/Defective,9/11/2023
901371,502558,Quality Not As Expected,11/27/2024
901372,502559,Quality Not As Expected,6/16/2024
901373,510751,Wrong Item Delivered,8/16/2023
901374,510757,Quality Not As Expected,12/10/2022
901375,518951,Arrived Late,5/14/2025
901376,527148,Arrived Late,9/29/2024
901377,518957,Arrived Late,3/24/2023
901378,527155,Wrong Item Delivered,12/29/2024
901379,510776,Damaged/Defective,7/4/2025
901380,510777,Changed Mind,4/25/2025
901381,527162,Size/Fit Issue,1/17/2025
901382,518973,Damaged/Defective,1/14/2025
901383,502589,Changed Mind,10/30/2024
901384,518977,Size/Fit Issue,6/1/2025
901385,527173,Size/Fit Issue,11/8/2024
901386,502598,Damaged/Defective,3/27/2025
901387,510790,Quality Not As Expected,4/17/2024
901388,510791,Quality Not As Expected,3/21/2024
901389,502599,Damaged/Defective,2/25/2025
901390,502602,Wrong Item Delivered,6/27/2025
901391,502606,Wrong Item Delivered,9/13/2025
901392,518991,Arrived Late,3/29/2024
901393,519000,Damaged/Defective,4/22/2024
901394,519001,Quality Not As Expected,3/3/2025
901395,502617,Damaged/Defective,12/11/2024
901396,510812,Quality Not As Expected,3/25/2025
901397,502621,Size/Fit Issue,4/16/2024
901398,527197,Damaged/Defective,7/29/2024
901399,510813,Size/Fit Issue,6/29/2024
901400,527198,Size/Fit Issue,11/26/2023
901401,519009,Size/Fit Issue,10/19/2023
901402,519011,Arrived Late,4/24/2025
901403,510822,Changed Mind,10/22/2023
901404,527209,Size/Fit Issue,1/15/2024
901405,519018,Quality Not As Expected,8/13/2025
901406,502637,Size/Fit Issue,7/23/2025
901407,510830,Quality Not As Expected,2/15/2024
901408,502641,Damaged/Defective,12/25/2023
901409,510837,Damaged/Defective,8/10/2023
901410,502656,Changed Mind,5/29/2025
901411,510854,Wrong Item Delivered,5/19/2024
901412,510855,Damaged/Defective,5/18/2025
901413,502664,Size/Fit Issue,4/15/2025
901414,510856,Changed Mind,10/6/2024
901415,527245,Wrong Item Delivered,3/22/2025
901416,502671,Damaged/Defective,2/16/2025
901417,502672,Size/Fit Issue,12/9/2023
901418,510865,Arrived Late,2/9/2023
901419,519058,Changed Mind,2/12/2025
901420,527247,Arrived Late,4/28/2025
901421,510873,Arrived Late,12/3/2022
901422,502691,Size/Fit Issue,8/12/2025
901423,519078,Wrong Item Delivered,6/9/2023
901424,510888,Size/Fit Issue,8/23/2024
901425,502696,Wrong Item Delivered,9/29/2024
901426,527272,Wrong Item Delivered,11/17/2022
901427,527274,Size/Fit Issue,11/9/2024
901428,527277,Wrong Item Delivered,5/16/2025
901429,527278,Wrong Item Delivered,5/19/2023
901430,510895,Quality Not As Expected,12/10/2024
901431,527280,Changed Mind,1/6/2025
901432,502705,Changed Mind,5/12/2023
901433,519090,Arrived Late,5/6/2024
901434,510904,Size/Fit Issue,1/13/2025
901435,519100,Damaged/Defective,2/25/2024
901436,502718,Damaged/Defective,4/27/2023
901437,502719,Arrived Late,9/20/2024
901438,510914,Size/Fit Issue,3/28/2024
901439,527299,Quality Not As Expected,9/26/2022
901440,519122,Wrong Item Delivered,1/5/2024
901441,502740,Arrived Late,10/8/2024
901442,519125,Changed Mind,5/2/2024
901443,510933,Size/Fit Issue,11/26/2024
901444,502747,Quality Not As Expected,12/5/2024
901445,502748,Size/Fit Issue,3/12/2024
901446,510943,Arrived Late,7/10/2024
901447,519138,Arrived Late,11/6/2024
901448,510947,Wrong Item Delivered,11/19/2024
901449,502756,Size/Fit Issue,6/5/2025
901450,510949,Size/Fit Issue,8/6/2025
901451,519147,Arrived Late,8/13/2024
901452,510957,Quality Not As Expected,5/23/2024
901453,502767,Wrong Item Delivered,7/22/2025
901454,510959,Wrong Item Delivered,8/31/2024
901455,502769,Wrong Item Delivered,3/2/2025
901456,527344,Quality Not As Expected,12/12/2024
901457,527347,Wrong Item Delivered,3/10/2025
901458,527354,Size/Fit Issue,3/31/2023
901459,502779,Wrong Item Delivered,9/28/2023
901460,519164,Changed Mind,12/4/2024
901461,527357,Changed Mind,2/17/2024
901462,519172,Damaged/Defective,5/23/2025
901463,510980,Arrived Late,7/6/2025
901464,502790,Changed Mind,5/21/2023
901465,527372,Changed Mind,5/1/2025
901466,510989,Arrived Late,5/23/2025
901467,519183,Quality Not As Expected,5/7/2024
901468,510992,Size/Fit Issue,1/6/2023
901469,502803,Quality Not As Expected,7/23/2025
901470,519188,Damaged/Defective,9/11/2023
901471,502806,Damaged/Defective,11/17/2023
901472,502808,Changed Mind,7/15/2024
901473,519193,Quality Not As Expected,2/22/2024
901474,502809,Wrong Item Delivered,5/15/2024
901475,511005,Arrived Late,5/9/2024
901476,502816,Changed Mind,10/14/2024
901477,502818,Changed Mind,3/17/2025
901478,502819,Wrong Item Delivered,5/21/2025
901479,511014,Damaged/Defective,8/21/2025
901480,502830,Wrong Item Delivered,6/28/2024
901481,527413,Changed Mind,9/26/2024
901482,502838,Size/Fit Issue,10/6/2023
901483,502840,Quality Not As Expected,10/24/2023
901484,502841,Arrived Late,10/27/2022
901485,527418,Changed Mind,10/13/2024
901486,519228,Changed Mind,11/9/2023
901487,519230,Wrong Item Delivered,4/28/2025
901488,519231,Arrived Late,11/30/2023
901489,519232,Wrong Item Delivered,11/25/2024
901490,511041,Wrong Item Delivered,2/27/2025
901491,511047,Damaged/Defective,3/1/2025
901492,527432,Changed Mind,6/22/2024
901493,519245,Damaged/Defective,6/4/2024
901494,527438,Arrived Late,4/19/2025
901495,511056,Size/Fit Issue,3/11/2025
901496,519249,Wrong Item Delivered,2/11/2025
901497,519257,Quality Not As Expected,11/25/2023
901498,511069,Changed Mind,11/29/2024
901499,511072,Wrong Item Delivered,7/26/2024
901500,502880,Damaged/Defective,12/22/2023
901501,511074,Changed Mind,11/7/2024
901502,502883,Damaged/Defective,10/10/2024
901503,502885,Size/Fit Issue,8/5/2024
901504,519270,Wrong Item Delivered,8/23/2025
901505,519271,Size/Fit Issue,1/31/2025
901506,527463,Wrong Item Delivered,7/10/2025
901507,502889,Size/Fit Issue,6/22/2025
901508,527466,Changed Mind,3/1/2024
901509,527470,Damaged/Defective,6/18/2024
901510,511087,Changed Mind,4/11/2025
901511,527472,Arrived Late,8/13/2024
901512,511088,Changed Mind,1/1/2023
901513,527473,Arrived Late,12/27/2023
901514,519282,Wrong Item Delivered,10/27/2024
901515,519290,Quality Not As Expected,12/12/2024
901516,519291,Damaged/Defective,12/30/2024
901517,527486,Changed Mind,2/3/2024
901518,502911,Quality Not As Expected,8/16/2024
901519,519294,Arrived Late,8/21/2025
901520,511105,Damaged/Defective,8/11/2024
901521,519297,Damaged/Defective,3/4/2025
901522,527491,Wrong Item Delivered,1/9/2024
901523,502917,Quality Not As Expected,3/24/2023
901524,527497,Damaged/Defective,9/10/2024
901525,527499,Changed Mind,2/26/2025
901526,511117,Size/Fit Issue,2/6/2024
901527,527501,Changed Mind,6/7/2025
901528,502929,Damaged/Defective,5/13/2023
901529,519317,Changed Mind,4/2/2025
901530,519321,Wrong Item Delivered,6/30/2025
901531,511132,Damaged/Defective,3/11/2025
901532,519327,Changed Mind,10/9/2023
901533,502944,Wrong Item Delivered,8/8/2025
901534,527519,Quality Not As Expected,2/4/2024
901535,502947,Damaged/Defective,12/29/2023
901536,519332,Damaged/Defective,6/8/2025
901537,519333,Wrong Item Delivered,2/6/2024
901538,527528,Changed Mind,10/15/2023
901539,511148,Arrived Late,5/17/2023
901540,519341,Arrived Late,4/13/2025
901541,502958,Damaged/Defective,8/16/2024
901542,502963,Size/Fit Issue,5/9/2025
901543,511156,Quality Not As Expected,2/9/2025
901544,502966,Damaged/Defective,8/14/2025
901545,519354,Wrong Item Delivered,7/26/2024
901546,502980,Damaged/Defective,9/25/2024
901547,511180,Arrived Late,8/3/2025
901548,511184,Changed Mind,8/16/2025
901549,527568,Arrived Late,11/5/2024
901550,502994,Changed Mind,7/7/2023
901551,519380,Quality Not As Expected,1/24/2023
901552,527574,Arrived Late,4/11/2025
901553,519384,Damaged/Defective,2/5/2025
901554,503001,Arrived Late,11/22/2024
901555,503002,Damaged/Defective,11/24/2024
901556,503006,Wrong Item Delivered,1/24/2024
901557,511202,Quality Not As Expected,7/21/2025
901558,511204,Wrong Item Delivered,1/19/2025
901559,503013,Quality Not As Expected,5/18/2024
901560,511207,Quality Not As Expected,3/15/2024
901561,503020,Changed Mind,12/11/2023
901562,519405,Damaged/Defective,7/3/2023
901563,503023,Quality Not As Expected,4/5/2024
901564,511216,Size/Fit Issue,4/24/2025
901565,511217,Changed Mind,4/6/2024
901566,511229,Damaged/Defective,7/16/2025
901567,519421,Quality Not As Expected,6/5/2025
901568,519422,Wrong Item Delivered,4/29/2024
901569,503040,Wrong Item Delivered,4/9/2024
901570,503043,Quality Not As Expected,6/9/2023
901571,519428,Size/Fit Issue,2/8/2025
901572,527622,Quality Not As Expected,11/21/2023
901573,519430,Damaged/Defective,8/2/2023
901574,527625,Wrong Item Delivered,5/4/2025
901575,519433,Arrived Late,9/12/2024
901576,527627,Wrong Item Delivered,12/6/2023
901577,511241,Quality Not As Expected,8/21/2023
901578,503053,Arrived Late,6/29/2025
901579,527628,Wrong Item Delivered,2/1/2025
901580,527633,Wrong Item Delivered,12/5/2024
901581,527634,Arrived Late,2/9/2024
901582,503057,Arrived Late,1/30/2025
901583,511250,Damaged/Defective,12/26/2024
901584,503062,Quality Not As Expected,12/9/2024
901585,527638,Arrived Late,4/26/2025
901586,503064,Quality Not As Expected,9/5/2024
901587,519446,Size/Fit Issue,12/15/2024
901588,527643,Size/Fit Issue,7/10/2024
901589,519453,Changed Mind,10/27/2022
901590,519455,Arrived Late,7/10/2025
901591,519456,Quality Not As Expected,8/12/2025
901592,503073,Wrong Item Delivered,12/12/2024
901593,511269,Size/Fit Issue,7/24/2022
901594,527656,Arrived Late,7/22/2023
901595,511273,Damaged/Defective,2/4/2025
901596,519466,Arrived Late,9/17/2023
901597,511275,Size/Fit Issue,4/23/2025
901598,519465,Damaged/Defective,12/14/2024
901599,503081,Quality Not As Expected,3/7/2023
901600,511281,Wrong Item Delivered,7/10/2024
901601,527667,Changed Mind,1/18/2025
901602,519476,Quality Not As Expected,8/30/2025
901603,527669,Damaged/Defective,3/13/2025
901604,503097,Size/Fit Issue,6/22/2025
901605,503100,Quality Not As Expected,1/1/2023
901606,519485,Size/Fit Issue,3/24/2025
901607,503102,Size/Fit Issue,7/5/2025
901608,527680,Size/Fit Issue,11/28/2023
901609,503107,Size/Fit Issue,7/4/2025
901610,519493,Changed Mind,6/19/2024
901611,519494,Changed Mind,10/7/2023
901612,503114,Quality Not As Expected,11/11/2024
901613,519499,Changed Mind,8/10/2025
901614,511308,Damaged/Defective,5/16/2024
901615,503116,Damaged/Defective,4/8/2025
901616,511310,Quality Not As Expected,4/29/2024
901617,519504,Changed Mind,11/4/2024
901618,527697,Size/Fit Issue,3/29/2023
901619,519506,Size/Fit Issue,12/28/2024
901620,527702,Changed Mind,5/5/2024
901621,519511,Wrong Item Delivered,8/5/2023
901622,503128,Arrived Late,6/30/2025
901623,503131,Damaged/Defective,7/14/2025
901624,519516,Damaged/Defective,1/1/2025
901625,519517,Size/Fit Issue,4/5/2024
901626,503134,Arrived Late,4/2/2024
901627,527708,Quality Not As Expected,8/7/2025
901628,527712,Arrived Late,12/28/2024
901629,519519,Changed Mind,4/28/2022
901630,527714,Wrong Item Delivered,5/7/2023
901631,527715,Arrived Late,3/1/2023
901632,527716,Changed Mind,6/3/2025
901633,511333,Wrong Item Delivered,9/8/2025
901634,527717,Size/Fit Issue,9/10/2024
901635,511332,Size/Fit Issue,1/26/2025
901636,519528,Size/Fit Issue,3/16/2025
901637,527719,Wrong Item Delivered,7/21/2024
901638,527722,Damaged/Defective,1/7/2025
901639,503147,Size/Fit Issue,1/25/2024
901640,527723,Quality Not As Expected,11/26/2024
901641,527724,Quality Not As Expected,3/12/2024
901642,519532,Arrived Late,9/2/2023
901643,527730,Arrived Late,4/3/2025
901644,511346,Changed Mind,12/3/2023
901645,503155,Size/Fit Issue,5/31/2025
901646,511352,Damaged/Defective,2/2/2025
901647,527736,Arrived Late,12/29/2024
901648,527738,Size/Fit Issue,9/28/2023
901649,511359,Size/Fit Issue,1/6/2024
901650,519552,Wrong Item Delivered,3/11/2025
901651,503170,Quality Not As Expected,8/3/2024
901652,511363,Size/Fit Issue,6/6/2025
901653,503173,Arrived Late,10/23/2024
901654,519558,Damaged/Defective,10/13/2023
901655,511368,Changed Mind,7/24/2024
901656,503176,Wrong Item Delivered,7/28/2025
901657,511372,Arrived Late,8/8/2025
901658,503180,Changed Mind,5/13/2024
901659,503184,Wrong Item Delivered,12/5/2024
901660,511377,Damaged/Defective,9/17/2024
901661,511381,Arrived Late,10/23/2023
901662,511382,Size/Fit Issue,6/6/2024
901663,511385,Wrong Item Delivered,1/9/2025
901664,527774,Size/Fit Issue,4/27/2024
901665,519582,Damaged/Defective,6/28/2023
901666,511392,Arrived Late,5/22/2025
901667,511393,Wrong Item Delivered,9/25/2022
901668,519585,Quality Not As Expected,10/18/2024
901669,519586,Quality Not As Expected,8/30/2024
901670,503206,Quality Not As Expected,11/28/2024
901671,511401,Quality Not As Expected,7/18/2025
901672,527787,Changed Mind,12/11/2023
901673,511405,Arrived Late,4/10/2025
901674,519605,Damaged/Defective,4/20/2025
901675,503222,Quality Not As Expected,4/21/2024
901676,511415,Quality Not As Expected,2/5/2025
901677,527803,Quality Not As Expected,10/4/2024
901678,527806,Quality Not As Expected,8/5/2025
901679,503233,Quality Not As Expected,2/6/2023
901680,519618,Quality Not As Expected,7/13/2024
901681,519621,Wrong Item Delivered,6/21/2024
901682,519622,Quality Not As Expected,3/29/2023
901683,519623,Size/Fit Issue,6/5/2025
901684,519626,Changed Mind,12/12/2023
901685,503243,Quality Not As Expected,7/17/2023
901686,511436,Damaged/Defective,9/13/2024
901687,511437,Damaged/Defective,7/30/2023
901688,511443,Wrong Item Delivered,12/11/2024
901689,511446,Quality Not As Expected,4/19/2025
901690,511451,Size/Fit Issue,9/25/2023
901691,503262,Arrived Late,1/31/2025
901692,519649,Changed Mind,12/14/2024
901693,527842,Changed Mind,6/13/2024
901694,527844,Quality Not As Expected,7/21/2024
901695,511465,Quality Not As Expected,4/18/2025
901696,511472,Size/Fit Issue,5/25/2024
901697,527858,Size/Fit Issue,11/30/2024
901698,527864,Quality Not As Expected,8/5/2025
901699,511481,Size/Fit Issue,1/7/2025
901700,527865,Wrong Item Delivered,7/14/2025
901701,519672,Damaged/Defective,4/24/2024
901702,503292,Damaged/Defective,2/15/2025
901703,519677,Changed Mind,6/11/2025
901704,519673,Changed Mind,5/7/2025
901705,519678,Size/Fit Issue,11/7/2024
901706,503301,Damaged/Defective,4/10/2025
901707,527877,Wrong Item Delivered,6/15/2024
901708,527880,Quality Not As Expected,6/13/2025
901709,519689,Quality Not As Expected,1/24/2023
901710,503307,Damaged/Defective,11/28/2024
901711,519692,Size/Fit Issue,6/9/2024
901712,511503,Damaged/Defective,8/4/2025
901713,503313,Size/Fit Issue,1/23/2025
901714,527894,Wrong Item Delivered,1/27/2024
901715,527896,Quality Not As Expected,8/13/2024
901716,519705,Quality Not As Expected,12/3/2024
901717,527899,Quality Not As Expected,1/9/2024
901718,511517,Changed Mind,11/3/2024
901719,511518,Size/Fit Issue,4/27/2025
901720,519714,Changed Mind,2/3/2025
901721,527906,Quality Not As Expected,6/16/2024
901722,503331,Quality Not As Expected,6/22/2023
901723,519722,Damaged/Defective,12/13/2024
901724,527914,Quality Not As Expected,9/6/2023
901725,503339,Damaged/Defective,9/28/2024
901726,503347,Damaged/Defective,1/29/2024
901727,511542,Damaged/Defective,6/16/2024
901728,527932,Changed Mind,1/30/2025
901729,519741,Arrived Late,7/16/2023
901730,503359,Arrived Late,2/6/2025
901731,527935,Arrived Late,4/19/2025
901732,519749,Size/Fit Issue,7/22/2025
901733,527941,Arrived Late,6/30/2025
901734,519750,Size/Fit Issue,5/1/2025
901735,503368,Wrong Item Delivered,5/23/2025
901736,527942,Wrong Item Delivered,8/17/2023
901737,511562,Quality Not As Expected,9/1/2023
901738,503371,Size/Fit Issue,9/3/2024
901739,519758,Damaged/Defective,2/23/2025
901740,519759,Quality Not As Expected,1/11/2024
901741,511568,Quality Not As Expected,5/15/2025
901742,527950,Size/Fit Issue,7/13/2025
901743,511571,Changed Mind,5/10/2025
901744,527956,Size/Fit Issue,10/3/2023
901745,527957,Quality Not As Expected,6/11/2024
901746,519767,Wrong Item Delivered,10/18/2023
901747,527961,Quality Not As Expected,9/29/2023
901748,519770,Wrong Item Delivered,4/26/2024
901749,503387,Arrived Late,7/18/2024
901750,503388,Changed Mind,1/6/2024
901751,519773,Wrong Item Delivered,1/27/2025
901752,527968,Changed Mind,12/26/2024
901753,503394,Damaged/Defective,10/11/2023
901754,511589,Quality Not As Expected,4/27/2025
901755,527978,Damaged/Defective,7/29/2024
901756,503402,Size/Fit Issue,6/22/2024
901757,511594,Size/Fit Issue,9/24/2024
901758,527981,Arrived Late,8/9/2023
901759,503403,Wrong Item Delivered,8/11/2023
901760,503407,Wrong Item Delivered,4/29/2025
901761,519791,Changed Mind,11/22/2024
901762,511601,Arrived Late,12/11/2023
901763,519795,Changed Mind,5/15/2025
901764,511605,Wrong Item Delivered,1/10/2025
901765,503415,Damaged/Defective,2/6/2024
901766,519800,Wrong Item Delivered,1/31/2025
901767,527993,Damaged/Defective,7/25/2022
901768,527996,Size/Fit Issue,7/2/2025
901769,525025,Wrong Item Delivered,7/1/2025
901770,519806,Quality Not As Expected,11/14/2024
901771,503425,Size/Fit Issue,4/13/2025
901772,511619,Quality Not As Expected,11/8/2023
901773,528004,Changed Mind,8/23/2023
901774,511621,Arrived Late,9/17/2024
901775,503428,Damaged/Defective,5/10/2025
901776,503429,Arrived Late,11/9/2022
901777,503434,Wrong Item Delivered,4/15/2023
901778,528012,Arrived Late,6/12/2025
901779,503437,Damaged/Defective,1/20/2024
901780,519822,Changed Mind,4/28/2023
901781,519830,Arrived Late,8/21/2025
901782,503447,Changed Mind,11/30/2024
901783,503448,Arrived Late,2/2/2025
901784,511638,Size/Fit Issue,6/18/2024
901785,503453,Damaged/Defective,5/23/2024
901786,528031,Size/Fit Issue,7/1/2023
901787,519841,Wrong Item Delivered,1/27/2025
901788,519842,Wrong Item Delivered,3/25/2025
901789,503457,Size/Fit Issue,6/11/2023
901790,511652,Damaged/Defective,4/27/2024
901791,503462,Damaged/Defective,3/26/2025
901792,519847,Damaged/Defective,8/29/2025
901793,519849,Quality Not As Expected,11/13/2022
901794,528041,Wrong Item Delivered,2/24/2025
901795,503467,Quality Not As Expected,4/17/2024
901796,519855,Damaged/Defective,7/4/2025
901797,519856,Changed Mind,7/24/2023
901798,511665,Quality Not As Expected,5/17/2025
901799,528049,Changed Mind,11/26/2024
901800,503477,Quality Not As Expected,4/24/2025
901801,519862,Quality Not As Expected,8/25/2023
901802,519864,Quality Not As Expected,2/22/2025
901803,519865,Quality Not As Expected,2/21/2024
901804,511676,Arrived Late,4/10/2025
901805,528062,Size/Fit Issue,1/17/2025
901806,528063,Quality Not As Expected,9/13/2024
901807,511681,Quality Not As Expected,2/10/2023
901808,503493,Changed Mind,7/28/2024
901809,511685,Size/Fit Issue,2/5/2025
901810,519879,Size/Fit Issue,5/6/2023
901811,511688,Size/Fit Issue,4/5/2024
901812,528075,Quality Not As Expected,6/14/2024
901813,511698,Arrived Late,2/5/2025
901814,519892,Size/Fit Issue,10/29/2024
901815,519894,Changed Mind,2/16/2025
901816,528087,Damaged/Defective,12/1/2024
901817,503514,Quality Not As Expected,9/6/2025
901818,511707,Size/Fit Issue,10/26/2024
901819,511708,Wrong Item Delivered,8/26/2022
901820,528091,Damaged/Defective,10/11/2024
901821,519905,Quality Not As Expected,6/16/2024
901822,511714,Quality Not As Expected,12/5/2024
901823,511715,Changed Mind,7/30/2024
901824,503525,Quality Not As Expected,5/20/2024
901825,511717,Changed Mind,1/18/2024
901826,511719,Arrived Late,1/28/2025
901827,519916,Wrong Item Delivered,7/2/2024
901828,519920,Changed Mind,1/2/2025
901829,503537,Quality Not As Expected,2/7/2025
901830,503539,Quality Not As Expected,4/30/2025
901831,511732,Size/Fit Issue,11/21/2024
901832,528117,Wrong Item Delivered,9/11/2024
901833,519926,Arrived Late,6/26/2023
901834,511736,Size/Fit Issue,3/30/2024
901835,503545,Damaged/Defective,10/4/2023
901836,519929,Damaged/Defective,3/23/2025
901837,503547,Quality Not As Expected,7/26/2023
901838,511741,Arrived Late,8/1/2025
901839,503552,Size/Fit Issue,7/15/2023
901840,503553,Size/Fit Issue,2/5/2023
901841,519938,Damaged/Defective,9/12/2023
901842,503557,Wrong Item Delivered,8/9/2025
901843,528139,Wrong Item Delivered,5/21/2024
901844,511757,Quality Not As Expected,12/4/2022
901845,503566,Size/Fit Issue,12/6/2023
901846,519954,Quality Not As Expected,12/31/2023
901847,519955,Size/Fit Issue,8/2/2025
901848,528156,Size/Fit Issue,5/20/2024
901849,503587,Changed Mind,5/23/2023
901850,503588,Quality Not As Expected,6/23/2024
901851,519972,Wrong Item Delivered,12/12/2022
901852,511780,Arrived Late,8/3/2023
901853,503591,Changed Mind,8/13/2025
901854,503590,Damaged/Defective,10/15/2024
901855,503599,Size/Fit Issue,6/10/2025
901856,528177,Arrived Late,5/12/2023
901857,511794,Changed Mind,12/16/2024
901858,519988,Size/Fit Issue,1/18/2025
901859,528184,Arrived Late,5/16/2025
901860,519996,Changed Mind,5/19/2023
901861,511805,Arrived Late,4/11/2024
901862,511806,Changed Mind,2/28/2025
901863,528191,Size/Fit Issue,5/3/2025
901864,511809,Quality Not As Expected,12/22/2023
901865,503618,Wrong Item Delivered,10/23/2024
901866,528195,Wrong Item Delivered,10/13/2023
901867,528196,Size/Fit Issue,5/19/2024
901868,520006,Arrived Late,1/22/2024
901869,511815,Changed Mind,6/6/2025
901870,503623,Damaged/Defective,5/25/2025
901871,511817,Arrived Late,6/30/2024
901872,528202,Size/Fit Issue,6/16/2025
901873,503627,Changed Mind,3/4/2024
901874,520017,Size/Fit Issue,8/22/2025
901875,511826,Changed Mind,3/23/2024
901876,520018,Damaged/Defective,12/3/2024
901877,511832,Damaged/Defective,2/21/2023
901878,528216,Damaged/Defective,3/7/2025
901879,511835,Quality Not As Expected,7/15/2024
901880,503644,Arrived Late,6/3/2023
901881,528219,Arrived Late,3/12/2022
901882,511836,Wrong Item Delivered,8/7/2025
901883,503654,Damaged/Defective,4/13/2024
901884,528234,Damaged/Defective,3/9/2025
901885,511852,Wrong Item Delivered,6/18/2024
901886,503662,Damaged/Defective,12/23/2023
901887,520048,Size/Fit Issue,10/23/2023
901888,503665,Changed Mind,3/19/2025
901889,511862,Size/Fit Issue,11/21/2024
901890,503671,Size/Fit Issue,9/26/2023
901891,503670,Arrived Late,2/8/2024
901892,520063,Damaged/Defective,12/17/2024
901893,503680,Size/Fit Issue,11/12/2024
901894,520067,Damaged/Defective,9/30/2022
901895,511876,Damaged/Defective,2/29/2024
901896,511875,Wrong Item Delivered,12/8/2023
901897,528262,Damaged/Defective,7/1/2025
901898,520074,Changed Mind,4/15/2025
901899,511883,Arrived Late,6/23/2024
901900,520075,Wrong Item Delivered,9/28/2024
901901,520076,Arrived Late,7/2/2025
901902,528270,Damaged/Defective,12/9/2024
